# Run complete. Total time: 00:22:56

Benchmark                                                                                           (captureOutput)  (command)  (iterations)    Mode   Cnt           Score            Error    Units
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.alloc                                                    true        pwd             5      ss    10      390811.300 ±    1246868.499        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fastWaste                                                true        pwd             5      ss    10        1475.600 ±       5013.105        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                    true        pwd             5      ss    10           2.000 ±          9.562        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.gcWaste                                                  true        pwd             5      ss    10      144384.300 ±     488548.402        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFastWaste                                             true        pwd             5      ss    10         160.800 ±        515.443        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxGcWaste                                               true        pwd             5      ss    10       40865.600 ±     130249.908        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                             true        pwd             5      ss    10          70.000 ±        334.664        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                                true        pwd             5      ss    10         127.700 ±        610.523        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                              true        pwd             5      ss    10          35.700 ±          1.020  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                             true        pwd             5      ss    10          34.700 ±          1.020  threads
Benchmark.runApache_withoutThreads:·threads.started                                                            true        pwd             5      ss    10        1957.000                   threads
Benchmark.runApache_withoutThreads                                                                             true        pwd            10      ss    10         134.293 ±         39.140    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                       true        pwd            10      ss    10           0.400 ±          0.781        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                     true        pwd            10      ss    10   199881179.700 ±  396593539.498        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                      true        pwd            10      ss    10   199979170.700 ±  396866799.315        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                              true        pwd            10      ss    10     1246445.700 ±    2538932.732        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                     true        pwd            10      ss    10         216.000 ±        688.451        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.capacity                                         true        pwd            10      ss    10    10538188.800 ±   53515949.050        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.1.used                                     true        pwd            10      ss    10       66153.600 ±    3001647.937        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                     true        pwd            10      ss    10        3276.800 ±       6395.656        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.capacity                                            true        pwd            10      ss    10       26214.400 ±     125328.755        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                                true        pwd            10      ss    10       24108.000 ±      55037.594        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                   true        pwd            10      ss    10          27.000 ±         58.649        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorPauseTime                                      true        pwd            10      ss    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedAvg                                         true        pwd            10      ss    10       30430.700 ±      95893.907        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                         true        pwd            10      ss    10       16183.300 ±      44905.128        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                   true        pwd            10      ss    10       78980.600 ±     225620.471        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                           true        pwd            10      ss    10       30430.700 ±      95893.907        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                              true        pwd            10      ss    10       30428.800 ±      95894.290        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseTime                                         true        pwd            10      ss    10           0.100 ±          0.858        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseYoungSlope                                   true        pwd            10      ss    10           1.100 ±          7.691        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.mutatorCost                                            true        pwd            10      ss    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.oldEdenSize                                            true        pwd            10      ss    10    11114905.600 ±   53139392.074        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.survived                                               true        pwd            10      ss    10       66153.600 ±     393094.386        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.youngCapacity                                          true        pwd            10      ss    10    11114905.600 ±   35426261.383        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.alloc                                                    true        pwd            10      ss    10      364589.500 ±    1334845.176        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.allocThreads                                             true        pwd            10      ss    10           3.700 ±         26.206        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fastWaste                                                true        pwd            10      ss    10        2951.700 ±       8843.084        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                    true        pwd            10      ss    10          10.700 ±         28.579        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFastWaste                                             true        pwd            10      ss    10         321.600 ±        875.379        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                 true        pwd            10      ss    10           0.300 ±          1.020        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                             true        pwd            10      ss    10          40.600 ±        212.277        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                                true        pwd            10      ss    10          40.600 ±        212.277        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                              true        pwd            10      ss    10          38.000 ±          0.001  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                             true        pwd            10      ss    10          37.000 ±          0.001  threads
Benchmark.runApache_withoutThreads:·threads.started                                                            true        pwd            10      ss    10        3878.000                   threads
Benchmark.runApache_withoutThreads                                                                             true        pwd            20      ss    10         253.947 ±         44.257    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                       true        pwd            20      ss    10           0.400 ±          0.781        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                     true        pwd            20      ss    10   227190395.600 ±  455446790.115        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                      true        pwd            20      ss    10   227438952.600 ±  455929751.248        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                              true        pwd            20      ss    10     1539049.800 ±    3041897.640        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                     true        pwd            20      ss    10         216.000 ±        688.451        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.0.capacity                                 true        pwd            20      ss    10    20552089.600 ±   72374796.884        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.0.used                                     true        pwd            20      ss    10    26957979.200 ±  137641956.666        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.2.used                                     true        pwd            20      ss    10        8193.600 ±    2839734.515        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                     true        pwd            20      ss    10        3276.800 ±       6395.656        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.capacity                                            true        pwd            20      ss    10       52428.800 ±     167105.007        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                                true        pwd            20      ss    10       12056.800 ±      26019.261        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                   true        pwd            20      ss    10          26.800 ±         55.999        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorPauseTime                                      true        pwd            20      ss    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedAvg                                         true        pwd            20      ss    10       23885.500 ±      78589.285        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                         true        pwd            20      ss    10       13773.200 ±      37713.624        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                   true        pwd            20      ss    10       65205.000 ±     187098.728        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                           true        pwd            20      ss    10       23885.500 ±      78589.285        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decreaseForFootprint                                   true        pwd            20      ss    10           1.200 ±          3.825        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                    true        pwd            20      ss    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                              true        pwd            20      ss    10       23884.800 ±      78582.698        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseTime                                         true        pwd            20      ss    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseYoungSlope                                   true        pwd            20      ss    10           5.400 ±         16.611        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.mutatorCost                                            true        pwd            20      ss    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.oldEdenSize                                            true        pwd            20      ss    10    22229811.200 ±   70852522.766        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.survived                                               true        pwd            20      ss    10        8193.600 ±     307227.296        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.youngCapacity                                          true        pwd            20      ss    10    22229811.200 ±   70852522.766        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.alloc                                                    true        pwd            20      ss    10      168666.500 ±    1045340.613        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fastWaste                                                true        pwd            20      ss    10        3072.800 ±       8829.668        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFastWaste                                             true        pwd            20      ss    10         225.600 ±        568.476        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                 true        pwd            20      ss    10           0.100 ±          0.858        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                             true        pwd            20      ss    10         124.900 ±        366.236        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                                true        pwd            20      ss    10         551.700 ±       1443.705        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                              true        pwd            20      ss    10          37.700 ±          1.753  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                             true        pwd            20      ss    10          36.700 ±          1.753  threads
Benchmark.runApache_withoutThreads:·threads.started                                                            true        pwd            20      ss    10        7719.000                   threads
Benchmark.runApache_withoutThreads                                                                             true       date             5      ss    10          71.118 ±         34.266    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                       true       date             5      ss    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                     true       date             5      ss    10    73599215.300 ±  244894755.447        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                      true       date             5      ss    10    73455136.300 ±  244533628.931        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                              true       date             5      ss    10      412966.700 ±    1368927.463        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                     true       date             5      ss    10         216.000 ±        688.451        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.2.used                                     true       date             5      ss    10      592705.600 ±    1889161.409        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                     true       date             5      ss    10        1638.400 ±       5222.031        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.capacity                                            true       date             5      ss    10       52428.800 ±     167105.007        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                                true       date             5      ss    10       19980.000 ±      63709.798        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                   true       date             5      ss    10           9.400 ±         36.807        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedAvg                                         true       date             5      ss    10       22574.600 ±      72313.117        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                         true       date             5      ss    10        8366.200 ±      26736.477        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                   true       date             5      ss    10       47673.600 ±     152509.843        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                           true       date             5      ss    10       22574.600 ±      72313.117        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                              true       date             5      ss    10       22576.000 ±      72317.058        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.mutatorCost                                            true       date             5      ss    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.oldEdenSize                                            true       date             5      ss    10     5557452.800 ±   26569696.037        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.survived                                               true       date             5      ss    10       27446.400 ±      87588.180        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.youngCapacity                                          true       date             5      ss    10     5557452.800 ±   26569696.037        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.alloc                                                    true       date             5      ss    10      248343.300 ±    1048895.426        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.allocThreads                                             true       date             5      ss    10           2.400 ±          8.163        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fastWaste                                                true       date             5      ss    10        1871.600 ±       5977.206        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                    true       date             5      ss    10           6.100 ±         20.588        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.gcWaste                                                  true       date             5      ss    10       42672.700 ±     322430.164        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFastWaste                                             true       date             5      ss    10         162.400 ±        524.062        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                 true       date             5      ss    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxGcWaste                                               true       date             5      ss    10       20445.900 ±      97682.084        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                             true       date             5      ss    10           0.300 ±          1.434        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                             true       date             5      ss    10          65.200 ±        311.716        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                                true       date             5      ss    10           5.600 ±         26.773        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                                true       date             5      ss    10         194.800 ±        931.322        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                              true       date             5      ss    10          36.300 ±          0.730  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                             true       date             5      ss    10          35.300 ±          0.730  threads
Benchmark.runApache_withoutThreads:·threads.started                                                            true       date             5      ss    10        1957.000                   threads
Benchmark.runApache_withoutThreads                                                                             true       date            10      ss    10         125.520 ±         33.666    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                       true       date            10      ss    10           0.400 ±          0.781        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                     true       date            10      ss    10   168140112.400 ±  335841346.177        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                      true       date            10      ss    10   168272692.000 ±  336008115.618        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                              true       date            10      ss    10     1073447.100 ±    2180955.212        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                     true       date            10      ss    10         216.000 ±        688.451        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.1.used                                     true       date            10      ss    10       53657.600 ±    2978120.169        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                     true       date            10      ss    10        3276.800 ±       6395.656        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.capacity                                            true       date            10      ss    10       52428.800 ±     167105.007        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                                true       date            10      ss    10       23730.400 ±      52437.820        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                   true       date            10      ss    10          20.600 ±         41.650        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgPromotedDev                                         true       date            10      ss    10          17.400 ±        115.402        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedAvg                                         true       date            10      ss    10       37445.900 ±      76855.108        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                         true       date            10      ss    10       13071.700 ±      32858.034        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                   true       date            10      ss    10       76661.500 ±     172328.809        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                           true       date            10      ss    10       37445.900 ±      76855.108        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                              true       date            10      ss    10       37443.200 ±      76851.503        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseTime                                         true       date            10      ss    10           0.300 ±          1.020        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.mutatorCost                                            true       date            10      ss    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.survived                                               true       date            10      ss    10       53657.600 ±     174531.419        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.youngCapacity                                          true       date            10      ss    10     5557452.800 ±   26569696.037        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.alloc                                                    true       date            10      ss    10      222636.700 ±    1094806.019        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fastWaste                                                true       date            10      ss    10        4599.000 ±      13334.626        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                    true       date            10      ss    10           9.400 ±         22.540        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFastWaste                                             true       date            10      ss    10         297.500 ±        749.101        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                 true       date            10      ss    10           0.400 ±          0.781        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                             true       date            10      ss    10           1.200 ±          4.382        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                             true       date            10      ss    10          92.100 ±        423.458        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                                true       date            10      ss    10          12.800 ±         58.078        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                                true       date            10      ss    10          92.100 ±        423.458        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                              true       date            10      ss    10          37.500 ±          0.797  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                             true       date            10      ss    10          36.500 ±          0.797  threads
Benchmark.runApache_withoutThreads:·threads.started                                                            true       date            10      ss    10        3878.000                   threads
Benchmark.runApache_withoutThreads                                                                             true       date            20      ss    10         260.833 ±         40.886    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                       true       date            20      ss    10           0.600 ±          0.781        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                     true       date            20      ss    10   328582995.900 ±  443783833.518        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                      true       date            20      ss    10   329007454.700 ±  444435115.535        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                              true       date            20      ss    10     2099788.900 ±    2960820.441        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                     true       date            20      ss    10         216.000 ±        688.451        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.1.used                                     true       date            20      ss    10      636532.800 ±    3646774.144        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                     true       date            20      ss    10        3276.800 ±       6395.656        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.capacity                                            true       date            20      ss    10       52428.800 ±     167105.007        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                                true       date            20      ss    10       12096.000 ±      20487.050        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                   true       date            20      ss    10          34.700 ±         48.902        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorPauseTime                                      true       date            20      ss    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedAvg                                         true       date            20      ss    10       48612.500 ±      66279.946        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                         true       date            20      ss    10       18001.900 ±      27236.564        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                   true       date            20      ss    10      102618.700 ±     146589.240        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                           true       date            20      ss    10       48612.500 ±      66279.946        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decreaseForFootprint                                   true       date            20      ss    10           1.200 ±          3.825        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.decrementTenuringThresholdForGcCost                    true       date            20      ss    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.liveSpace                                              true       date            20      ss    10       48611.200 ±      66276.197        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseTime                                         true       date            20      ss    10           0.400 ±          1.057        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.minorPauseYoungSlope                                   true       date            20      ss    10           0.600 ±          2.779        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.mutatorCost                                            true       date            20      ss    10           0.100 ±          0.478        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.survived                                               true       date            20      ss    10       64723.200 ±     105454.617        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.allocThreads                                             true       date            20      ss    10           2.700 ±         26.177        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fastWaste                                                true       date            20      ss    10        2607.900 ±       7969.420        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.fills                                                    true       date            20      ss    10          22.700 ±         33.648        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFastWaste                                             true       date            20      ss    10         167.400 ±        587.310        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxFills                                                 true       date            20      ss    10           0.800 ±          1.858        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowAlloc                                             true       date            20      ss    10           4.600 ±          8.256        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.maxSlowWaste                                             true       date            20      ss    10         183.000 ±        499.151        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowAlloc                                                true       date            20      ss    10          63.000 ±        140.699        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.tlab.slowWaste                                                true       date            20      ss    10        1764.900 ±       5445.516        ?
Benchmark.runApache_withoutThreads:·threads.alive                                                              true       date            20      ss    10          37.300 ±          2.259  threads
Benchmark.runApache_withoutThreads:·threads.daemon                                                             true       date            20      ss    10          36.300 ±          2.259  threads
Benchmark.runApache_withoutThreads:·threads.started                                                            true       date            20      ss    10        7718.000                   threads
Benchmark.runApache_withoutThreads                                                                             true         du             5      ss    10         217.363 ±         22.844    ms/op
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.invocations                                       true         du             5      ss    10           0.200 ±          0.637        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastEntryTime                                     true         du             5      ss    10   206927769.800 ±  662290699.183        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.lastExitTime                                      true         du             5      ss    10   206899712.100 ±  662165661.670        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.collector.0.time                                              true         du             5      ss    10      524529.400 ±    1671821.384        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.compressedclassspace.used                                     true         du             5      ss    10        1761.600 ±       7865.103        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.capacity                                         true         du             5      ss    10    10852761.600 ±   53293202.980        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.1.capacity                                 true         du             5      ss    10      576716.800 ±    2757232.608        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.0.space.2.used                                     true         du             5      ss    10      670144.000 ±    2141748.230        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.generation.1.space.0.used                                     true         du             5      ss    10        1638.400 ±       5222.031        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.capacity                                            true         du             5      ss    10       52428.800 ±     167105.007        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.metaspace.used                                                true         du             5      ss    10       42119.200 ±     153272.523        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgMinorIntervalTime                                   true         du             5      ss    10          48.000 ±        153.095        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedAvg                                         true         du             5      ss    10       28936.500 ±     134075.119        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedDev                                         true         du             5      ss    10       14116.700 ±      66745.061        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgSurvivedPaddedAvg                                   true         du             5      ss    10       71286.600 ±     334296.097        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.avgYoungLive                                           true         du             5      ss    10       28936.500 ±     134075.119        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.edenSize                                               true         du             5      ss    10    11114905.600 ±   53139392.074        ?
Benchmark.runApache_withoutThreads:·hs_gc.sun.gc.policy.freeSpace                                              true         du             5      ss    10    11114905.600 ±   53139392.074        ?
